Data from WindowProjectSample_Transmission__86__00086.txt Node

Date: Sat May 03 18:11:25 EDT 2025
User: jessi
Spectrometer: SR400872
Trigger mode: 0
Integration Time (sec): 5.000010E-1
Scans to average: 6
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
184.909	3369.91482
185.132	4060.35765
185.355	-4236.06693
185.578	4238.24823
185.801	-385.99563
186.024	-4748.89082
186.247	1768.30566
186.47	442.65433
186.693	30.68844
186.916	6101.17373
187.139	3190.08279
187.362	-2003.2256
187.585	5394.48781
187.808	30579.87546
188.031	-73.39991
188.254	-3690.70289
188.476	727.21379
188.699	3744.5457
188.922	-265.72403
189.145	-6919.21238
189.368	-402.53475
189.591	-811.15099
189.813	-3002.03446
190.036	946.20267
190.259	-9226.25858
190.482	1271.46425
190.705	4029.32725
190.927	-2002.13725
191.15	-6669.62242
191.373	6057.40382
191.595	-1150.96205
191.818	2092.32365
192.041	-519.95847
192.263	1929.19891
192.486	-2660.7918
192.709	-23487.91499
192.931	1878.24415
193.154	-3789.02096
193.377	-2366.34137
193.599	4508.38057
193.822	1707.89575
194.044	5764.20547
194.267	906.62791
194.489	-242.57164
194.712	2429.79168
194.934	9066.44543
195.157	-26730.64173
195.379	2405.98678
195.602	1673.05146
195.824	1484.61564
196.047	45248.07963
196.269	3463.16616
196.492	-1981.97369
196.714	-1299.2485
196.936	1877.76791
197.159	-11789.05249
197.381	-406.69389
197.604	-3862.08645
197.826	-16972.01178
198.048	9522.56299
198.271	-8308.55508
198.493	4476.9145
198.715	3843.42547
198.938	-757.26874
199.16	-19078.61497
199.382	1154.78248
199.604	-1723.89857
199.827	-3792.74636
200.049	2217.75516
200.271	-6852.38191
200.493	-44373.81537
200.715	3701.25696
200.938	-3062.05139
201.16	-2766.0201
201.382	-1662.97013
201.604	-3183.36777
201.826	3585.15981
202.048	3666.01832
202.27	-1035.48317
202.492	-3304.35099
202.715	-1286.93825
202.937	-18251.89863
203.159	2605.82494
203.381	2283.53028
203.603	-2902.93938
203.825	-921.03339
204.047	60279.35232
204.269	-1425.41021
204.491	-1250.78001
204.713	66460.76044
204.935	-3075.83809
205.156	-968.52849
205.378	-4306.81925
205.6	-1293.77596
205.822	2374.11157
206.044	-409.8949
206.266	6248.01464
206.488	836.95732
206.71	3189.4366
206.932	1644.82053
207.153	-1704.58746
207.375	-2773.67183
207.597	3856.793
207.819	29717.80436
208.041	3976.09752
208.262	-1599.1036
208.484	-1153.79839
208.706	-1447.88022
208.927	2805.22099
209.149	4595.6635
209.371	-5118.15538
209.593	397.83544
209.814	-29626.38851
210.036	2766.63837
210.258	-742.8619
210.479	4063.98165
210.701	-3190.92317
210.922	-11166.60416
211.144	-989.09836
211.366	5120.72097
211.587	-2376.84474
211.809	-4464.67289
212.03	-916.05165
212.252	-623.04601
212.473	3472.65982
212.695	-739.40153
212.916	-860.16365
213.138	652.30652
213.359	-1494.4344
213.581	13723.66779
213.802	-2363.75048
214.024	-2289.04426
214.245	-6308.27423
214.466	-214.81238
214.688	-3080.90744
214.909	-20157.11701
215.131	-4645.29258
215.352	-2279.85584
215.573	11312.65421
215.795	1613.99016
216.016	6649.061
216.237	-574.78104
216.459	6695.33611
216.68	-3508.79227
216.901	-2837.84316
217.122	-2262.33575
217.344	-7031.26154
217.565	-2950.33847
217.786	2252.84473
218.007	1610.15782
218.228	-605.66037
218.45	-4570.60029
218.671	1644.08051
218.892	3546.53958
219.113	1603.42947
219.334	143.85242
219.555	-7080.12349
219.776	11452.18979
219.997	4349.25886
220.219	1870.78583
220.44	1033.68286
220.661	1061.80068
220.882	-2644.36472
221.103	-1099.30598
221.324	2360.88872
221.545	2972.81497
221.766	-3615.85293
221.987	-493.90799
222.208	-9858.359
222.429	166999.22709
222.65	-482.47056
222.87	-9511.79788
223.091	2581.73796
223.312	-1255.26233
223.533	2563.25891
223.754	2117.64889
223.975	2848.6628
224.196	-6396.13896
224.417	-2704.77
224.637	7390.17224
224.858	1355.6865
225.079	1274.46215
225.3	1123.2869
225.521	4833.23706
225.741	853.35461
225.962	1258.59441
226.183	-570.21429
226.404	1453.89647
226.624	1237.51426
226.845	1625.27211
227.066	878.03548
227.286	606.25966
