Data from WindowProjectSample3_Transmission__13__00013.txt Node

Date: Sun May 04 09:54:01 EDT 2025
User: jessi
Spectrometer: SR400872
Trigger mode: 0
Integration Time (sec): 5.000070E-1
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
184.909	-5708.04452
185.132	11012.58115
185.355	-8355.26192
185.578	-54706.38977
185.801	3177.14929
186.024	-141022.64462
186.247	-802.46702
186.47	1445.47608
186.693	1614.95996
186.916	-401.35448
187.139	-2549140.09543
187.362	-2907.06646
187.585	7846.56451
187.808	1996.44283
188.031	-87.77648
188.254	4691.19662
188.476	-1754.50882
188.699	2531.74394
188.922	592.17042
189.145	-6091.60429
189.368	-3784.34869
189.591	1940.70044
189.813	-147567.59461
190.036	9726.74211
190.259	1543.10402
190.482	5859.78534
190.705	16512.39005
190.927	16466.67667
191.15	-4081.5446
191.373	2233.06246
191.595	1571.49184
191.818	16959.61759
192.041	762.50561
192.263	-7478.27357
192.486	-1617.86618
192.709	2825.62396
192.931	-3475.48997
193.154	13349.14135
193.377	2525.29699
193.599	28187.71489
193.822	2095.95048
194.044	2050.47456
194.267	1105.55324
194.489	-232.12574
194.712	3691.17782
194.934	33525.20585
195.157	-559.69439
195.379	10866.06785
195.602	1884.35187
195.824	4610.8083
196.047	6558.0755
196.269	13608.27528
196.492	-12042.7634
196.714	3580.20694
196.936	7193.40849
197.159	10832.98976
197.381	4396.30146
197.604	1670942.07107
197.826	2024.46331
198.048	2003.5883
198.271	9303.54711
198.493	2004.4601
198.715	2724.65072
198.938	8619.54764
199.16	3296.87225
199.382	9698.29294
199.604	9294.10312
199.827	1835.33347
200.049	3117.76112
200.271	21050.98282
200.493	1800.83
200.715	7521.72289
200.938	7675.68567
201.16	-3619.34456
201.382	32809.85495
201.604	4021.89449
201.826	8433.50169
202.048	4340.71121
202.27	1848.51539
202.492	6039.89086
202.715	19968.63615
202.937	3891.78516
203.159	1538.28265
203.381	2072.51974
203.603	2882.4089
203.825	-1528.4492
204.047	-23149.88293
204.269	3575.13255
204.491	7628.65665
204.713	-1737623.98334
204.935	2312.8916
205.156	3790.65964
205.378	1554.59093
205.6	37360.00911
205.822	4661.98879
206.044	3464.47438
206.266	6452.5251
206.488	1609.32352
206.71	9007.39103
206.932	1428.27799
207.153	30001.50112
207.375	16219.18837
207.597	12337.54594
207.819	39018.67522
208.041	-45662.90537
208.262	1318.34822
208.484	13750.94826
208.706	3626.53418
208.927	2526.25884
209.149	957.04972
209.371	3561.28083
209.593	851.19929
209.814	9927.51024
210.036	-498276.21356
210.258	1799.19568
210.479	2313.90486
210.701	3179.09393
210.922	-5603.03794
211.144	-3237.53688
211.366	5220.14183
211.587	2572.79242
211.809	5939.13288
212.03	-66926.21144
212.252	459.18279
212.473	891.57456
212.695	722.66427
212.916	1287.73948
213.138	543.20527
213.359	4918.94511
213.581	2808.16384
213.802	871.47053
214.024	6877.98685
214.245	-13483.9058
214.466	352.00389
214.688	3801.22235
214.909	10578.5719
215.131	3986.49323
215.352	2709.48925
215.573	11950.31742
215.795	2226.43726
216.016	1922.57471
216.237	-704648.25369
216.459	1914.56347
216.68	5762.30256
216.901	3098.86472
217.122	757.87648
217.344	3087.38579
217.565	6931.30061
217.786	3643.012
218.007	913.29489
218.228	1985.95186
218.45	-16798.46852
218.671	46944.09728
218.892	18589.41902
219.113	1638.0944
219.334	5939.37717
219.555	-7822.52098
219.776	1755.74094
219.997	4086.23196
220.219	1184.68808
220.44	1600.09231
220.661	1759.71062
220.882	5782.46898
221.103	1515.43403
221.324	7832.77024
221.545	3125.43345
221.766	3222.53042
221.987	1483.20587
222.208	967.14636
222.429	2267.57417
222.65	248.5941
222.87	795.93413
223.091	1743.39837
223.312	1055.23021
223.533	1929.74592
223.754	1567.66447
223.975	1685.50928
224.196	1032.73464
224.417	5237.5292
224.637	678.05165
224.858	90.78445
225.079	1207.64443
225.3	608.39273
225.521	2297.95575
225.741	659.29863
225.962	654.80019
226.183	147.37834
226.404	1016.16866
226.624	571.90759
226.845	589.46683
227.066	466.08211
227.286	297.09322
227.507	194.447
227.728	158.02806
227.948	273.42082
228.169	100.19015
228.389	100.51818
228.61	57.65918
228.831	81.8947
